Cp1252,,
UniqueName,Name,NARSApplicationID
York Receiving, York Receiving,MSC-01-YORKRCVG
HM_CBS_CN_HB00,Hazmat Approver HB00,MSC-01-HM_CBS_CN_HB00
TM_CBS_CN_HB00,Tax Manager HB00,MSC-01-HB00_TAXMANAGER
CR_CBS_CN_HB00,Central Receiving HB00,MSC-01-HB00_CENTRALRCVG
IA_CBS_CN_HB00,e-Invoicing Approver HB00,MSC-01-HB00_EINV
FS_CBS_CN_HB00,Foreign Shipment Approver HB00,MSC-01-HB00_FS
HM_CBS_CN_NN00,Hazmat Approver NN00,MSC-01-HM_CBS_CN_NN00
TM_CBS_CN_NN00,Tax Manager NN00,MSC-01-NN00_TAXMANAGER
CR_CBS_CN_NN00,Central Receiving NN00,MSC-01-NN00_CENTRALRCVG
IA_CBS_CN_NN00,e-Invoicing Approver NN00,MSC-01-NN00_EINV
FS_CBS_CN_NN00,Foreign Shipment Approver NN00,MSC-01-NN00_FS
HM_CBS_CN_XJ00,Hazmat Approver XJ00,MSC-01-HM_CBS_CN_XJ00
TM_CBS_CN_XJ00,Tax Manager XJ00,MSC-01-XJ00_TAXMANAGER
CR_CBS_CN_XJ00,Central Receiving XJ00,MSC-01-XJ00_CENTRALRCVG
IA_CBS_CN_XJ00,e-Invoicing Approver XJ00,MSC-01-XJ00_EINV
FS_CBS_CN_XJ00,Foreign Shipment Approver XJ00,MSC-01-XJ00_FS
HM_CBS_CN_JJ00,Hazmat Approver JJ00,MSC-01-HM_CBS_CN_JJ00
TM_CBS_CN_JJ00,Tax Manager JJ00,MSC-01-JJ00_TAXMANAGER
CR_CBS_CN_JJ00,Central Receiving JJ00,MSC-01-JJ00_CENTRALRCVG
IA_CBS_CN_JJ00,e-Invoicing Approver JJ00,MSC-01-JJ00_EINV
FS_CBS_CN_JJ00,Foreign Shipment Approver JJ00,MSC-01-JJ00_FS
CI_CBS_CN_S200,Capital Approver S200,MSC-CN-CI_CBS_CN_S200
CI_CBS_CN_FT00,Capital Approver FT00,MSC-CN-CI_CBS_CN_FT00
CI_CBS_CN_S700,Capital Approver S700,MSC-CN-CI_CBS_CN_S700
CR_CBS_CN_WJ00_WJ01,Central Receiving - CCMC Hose,MSC-01-CR_CBS_CN_WJ00_WJ01
CR_CBS_CN_WJ00_WJ02,Central Receiving - CCMC Valve,MSC-01-CR_CBS_CN_WJ00_WJ02
CR_CBS_CN_WJ00_WJ03,Central Receiving - CCMC Cab,MSC-01-CR_CBS_CN_WJ00_WJ03
CR_CBS_CN_WJ00_WJ04,Central Receiving - CCMC Pump,MSC-01-CR_CBS_CN_WJ00_WJ04
CR_CBS_CN_WJ00_WJ05,Central Receiving - CCMC Cylinder,MSC-01-CR_CBS_CN_WJ00_WJ05
FS_CBS_CN_S200,Foreign Shipment Approver PPST,MSC-01-FS_CBS_CN_S200
FS_CBS_CN_S400,Foreign Shipment Approver CRDC,MSC-01-FS_CBS_CN_S400
FS_CBS_CN_S700,Foreign Shipment Approver PSEW,MSC-01-FS_CBS_CN_S700
FS_CBS_CN_WJ00,Foreign Shipment Approver CCMC,MSC-01-FS_CBS_CN_WJ00
HM_CBS_CN_S200,Hazmat Approver PPST,MSC-01-HM_CBS_CN_S200
HM_CBS_CN_S400,Hazmat Approver CRDC,MSC-01-HM_CBS_CN_S400
HM_CBS_CN_S700,Hazmat Approver PSEW,MSC-01-HM_CBS_CN_S700
HM_CBS_CN_WJ00,Hazmat Approver CCMC,MSC-01-HM_CBS_CN_WJ00
IA_CBS_CN_S200,e-Invoicing Approver PPST,MSC-01-IA_CBS_CN_S200
IA_CBS_CN_S400,e-Invoicing Approver CRDC,MSC-01-IA_CBS_CN_S400
IA_CBS_CN_S700,e-Invoicing Approver PSEW,MSC-01-IA_CBS_CN_S700
IA_CBS_CN_WJ00,e-Invoicing Approver CCMC,MSC-01-IA_CBS_CN_WJ00
TM_CBS_CN_S200,Tax Manager PPST,MSC-01-TM_CBS_CN_S200
TM_CBS_CN_S400,Tax Manager CRDC,MSC-01-TM_CBS_CN_S400
TM_CBS_CN_S700,Tax Manager PSEW,MSC-01-TM_CBS_CN_S700
TM_CBS_CN_WJ00,Tax Manager CCMC,MSC-01-TM_CBS_CN_WJ00
CR_CBS_CN_S200,Central Receiving PPST,MSC-01-CR_CBS_CN_S200
CR_CBS_CN_S700,Central Receiving PSEW,MSC-01-CR_CBS_CN_S700
CI_CBS_CN_S400,Capital Approver S400,MSC-CN-CI_CBS_CN_S400
CR_MACH1_US_1000_1060_UJ00,Site Receiver 1060_UJ00,MSC-01-1060_UJ00_RCVG
CR_MACH1_US_1000_1060_UJ01,Site Receiver 1060_UJ01,MSC-01-1060_UJ01_RCVG
CR_MACH1_US_1000_1060_UJ02,Site Receiver 1060_UJ02,MSC-01-1060_UJ02_RCVG
CR_MACH1_US_1885_1010_R800,Site Receiver 1010_R800,MSC-01-1010_R800_RCVG
CR_MACH1_US_1885_1010_R801,Site Receiver 1010_R801,MSC-01-1010_R801_RCVG
CR_MACH1_US_1885_1010_R802,Site Receiver 1010_R802,MSC-01-1010_R802_RCVG
HM_MACH1_US_1000_1060_UJ00,Hazmat Approver 1060_UJ00,HM_MACH1_US_1000_1060_UJ00
HM_MACH1_US_1000_1060_UJ01,Hazmat Approver 1060_UJ01,HM_MACH1_US_1000_1060_UJ01
HM_MACH1_US_1000_1060_UJ02,Hazmat Approver 1060_UJ02,HM_MACH1_US_1000_1060_UJ02
HM_MACH1_US_1885_1010_R800,Hazmat Approver 1885_R800,MSC-01-1885_1010_R800_HAZMAT
HM_MACH1_US_1885_1010_R801,Hazmat Approver 1885_R801,MSC-01-1885_1010_R801_HAZMAT
HM_MACH1_US_1885_1010_R802,Hazmat Approver 1885_R802,MSC-01-1885_1010_R802_HAZMAT
IT_MACH1_US_1885_1010,IT Approver 1885_1010(CPPI),MSC-01-CPPI_IT_APPROVER
PA_MACH1_US_1000,Pre-Approver US (1000),MSC-01-PA_MACH1_US_1000
HM_MACH1_CA_4555,Hazmat Approver 4555,MSC-01-HM_MACH1_US_4555
IP_MACH1_CA_4555,Indirect Purchasing 4555,MSC-01-4555_PROF_BUYER
TM_MACH1_CA_4555,Tax Manager (4555),MSC-01-4555_TAXMANAGER
CR_MACH1_CA_4555,Central Receiver 4555,MSC-01-CR_M1_4555
PA_MACH1_CA_4555,Pre-Approver US (4555),MSC-01-PA_M1_US_4555
PA_MACH1_US_3815,Pre-Approver US (3815),MSC-01-PA_M1_US_3815
HM_MACH1_US_3815_1540_FJ00,HazMat Approver 3815_1540_FJ00,MSC-01-HM_M1_US_3815_FJ00
HM_MACH1_US_3815_1540_FJ01,HazMat Approver 3815_1540_FJ01,MSC-01-HM_M1_US_3815_FJ01
HM_MACH1_US_3815_1540_FJ02,HazMat Approver 3815_1540_FJ02,MSC-01-HM_M1_US_3815_FJ02
IP_MACH1_US_3815,Indirect Purchasing US (3815),MSC-01-3815_PROF_BUYER
TM_MACH1_US_3815,Tax Manager (3815),MSC-01-3815_TAXMANAGER
CR_MACH1_US_3815_1540_FJ00,Central Receiver 3815_1540_FJ00,MSC-01-CR_M1_3815_FJ00
CR_MACH1_US_3815_1540_FJ01,Central Receiver 3815_1540_FJ01,MSC-01-CR_M1_3815_FJ01
HM_MACH1_US_3815_1550_XO00,HazMat Approver 3815_1550_XO00,MSC-01-HM_M1_US_3815_XO00
CR_MACH1_US_3815_1550_XO00,Central Receiver 3815_1550_XO00,MSC-01-CR_M1_3815_XO00
HM_MACH1_US_3815_1560_FK00,HazMat Approver 3815_1560_FK00,MSC-01-HM_M1_US_3815_FK00
CR_MACH1_US_3815_1560_FK00,Central Receiver 3815_1560_FK00,MSC-01-CR_M1_3815_FK00
HM_MACH1_US_3815_1570_VQ00,HazMat Approver 3815_1570_VQ00,MSC-01-HM_M1_US_3815_VQ00
CR_MACH1_US_3815_1570_VQ00,Central Receiver 3815_1570_VQ00,MSC-01-CR_M1_3815_1570_VQ00
PA_MACH1_GB_4535,Pre-Approver UK (4535),MSC-01-PA_M1_GB_4535
HM_MACH1_GB_4535,Hazmat Approver 4535,MSC-01-HM_MACH1_GB_4535
IP_MACH1_GB_4535,Indirect Purchasing 4535,MSC-01-4535_PROF_BUYER
TM_MACH1_GB_4535,Tax Manager (4535),MSC-01-4535_TAXMANAGER
CR_MACH1_GB_4535,Central Receiver 4535,MSC-01-cR_M1_4535
CR_MACH1_US_1000_1060_UJ00,Site Receiver 1060_UJ00,MSC-01-CR_M1_1000_1060_UJ00
CR_MACH1_US_1000_1060_UJ01,Site Receiver 1060_UJ01,MSC-01-CR_M1_1000_1060_UJ01
CR_MACH1_US_1000_1060_UJ02,Site Receiver 1060_UJ02,MSC-01-CR_M1_1000_1060_UJ02
CR_MACH1_US_1885_1010_R800,Site Receiver 1010_R800,MSC-01-CR_M1_1885_1010_R800
CR_MACH1_US_1885_1010_R801,Site Receiver 1010_R801,MSC-01-CR_M1_1885_1010_R801
CR_MACH1_US_1885_1010_R802,Site Receiver 1010_R802,MSC-01-CR_M1_1885_1010_R802
HM_MACH1_US_1000_1060_UJ00,HM_MACH1_US_1000_1060_UJ00,MSC-01-HM_M1_1000_1060_UJ00
HM_MACH1_US_1000_1060_UJ01,HM_MACH1_US_1000_1060_UJ01,MSC-01-HM_M1_1000_1060_UJ01
HM_MACH1_US_1000_1060_UJ02,HM_MACH1_US_1000_1060_UJ02,MSC-01-HM_M1_1000_1060_UJ02
HM_MACH1_US_1885_1010_R800,Hazmat Approver 1885_1010_R800,MSC-01-HM_M1_1885_1010_R800
HM_MACH1_US_1885_1010_R801,Hazmat Approver 1885_1010_R801,MSC-01-HM_M1_1885_1010_R801
HM_MACH1_US_1885_1010_R802,Hazmat Approver 1885_1010_R802,MSC-01-HM_M1_1885_1010_R802
IT_MACH1_US_1885_1010,IT Approver 1885_1010(CPPI),MSC-01-IT_M1_1885_1010
PA_MACH1_US_1000,Pre-Approver US (1000),MSC-01-PA_M1_US_1000
CR_MACH1_US_1000_1220,Site Receiver 1220,MSC-01-CR_M1_1000_1220
HM_MACH1_US_1000_1220,Hazmat Approver 1220,MSC-01-HM_M1_1000_1220
CR_MACH1_US_1000_1210,Site Receiver 1210,MSC-01-CR_M1_1000_1210
HM_MACH1_US_1000_1210,Hazmat Approver 1210,MSC-01-HM_M1_1000_1210
CR_MACH1_US_1000_1230,Site Receiver 1230,MSC-01-CR_M1_1000_1230
HM_MACH1_US_1000_1230,Hazmat Approver 1230,MSC-01-HM_M1_1000_1230
HM_MACH1_US_1000_1770,Hazmat Approver 1770,MSC-01-HM_M1_1000_1770
HM_MACH1_US_1000_1770_JQ02,Hazmat Approver 1770_JQ02,MSC-01-HM_M1_1000_1770_2
MACH1_Cutover_Approver,MACH1_Cutover_Approver,MSC-01-1000_Cutover
CR_MACH1_US_1000_1300,Central Receiving CGM 1000_1300,MSC-01-CR_CGM_US_1000_1300
HM_MACH1_US_1000_1300,Hazmat Approver 1300,MSC-01-HM_M1_1000_1300
CR_MACH1_US_1000_1170,Site Receiver 1170,MSC-01-1170_RCVG
HM_MACH1_US_1000_1170,Hazmat Approver 1170,MSC-01-HM_M1_1000_1170
CR_MACH1_US_1000_1190,Site Receiver 1190,MSC-01-1190_RCVG
HM_MACH1_US_1000_1190,Hazmat Approver 1190,MSC-01-HM_M1_1000_1190
CR_MACH1_US_1000_1200,Site Receiver 1200,MSC-01-1200_RCVG
HM_MACH1_US_1000_1200,Hazmat Approver 1200,MSC-01-HM_M1_1000_1200
IM_CBS_CN_HB00,IM_CBS_CN_HB00,MSC-01-INVOICEMANAGER_HB00
IM_CBS_CN_FT00,IM_CBS_CN_FT00,MSC-01-INVOICEMANAGER_FT00
IM_CBS_CN_JJ00,IM_CBS_CN_JJ00,MSC-01-INVOICEMANAGER_JJ00
IM_CBS_CN_NN00,IM_CBS_CN_NN00,MSC-01-INVOICEMANAGER_NN00
IM_CBS_CN_S200,IM_CBS_CN_S200,MSC-01-INVOICEMANAGER_S200
IM_CBS_CN_S400,IM_CBS_CN_S400,MSC-01-INVOICEMANAGER_S400
IM_CBS_CN_S700,IM_CBS_CN_S700,MSC-01-INVOICEMANAGER_S700
IM_CBS_CN_WJ00,IM_CBS_CN_WJ00,MSC-01-INVOICEMANAGER_WJ00
IM_CBS_CN_XJ00,IM_CBS_CN_XJ00,MSC-01-INVOICEMANAGER_XJ00
CR_MACH1_US_1000_1310,Central Receiving CGM 1000_1310,MSC-01-CR_CGM_US_1000_1310
HM_MACH1_US_1000_1310,Hazmat Approver 1310,MSC-01-HM_M1_1000_1310
CR_MACH1_US_1000_1120,Central Receiving CGM 1000_1120,MSC-01-CR_CGM_US_1000_1120
HM_MACH1_US_1000_1120,Hazmat Approver 1120,MSC-01-HM_M1_1000_1120
CR_MACH1_US_1000_1130,Central Receiving CGM 1000_1130,MSC-01-CR_CGM_US_1000_1130
HM_MACH1_US_1000_1130,Hazmat Approver 1130,MSC-01-HM_M1_1000_1130
CR_MACH1_US_1000_1140,Central Receiving CGM 1000_1140,MSC-01-CR_CGM_US_1000_1140
HM_MACH1_US_1000_1140,Hazmat Approver 1140,MSC-01-HM_M1_1000_1140
CR_MACH1_US_1000_1110,Central Receiving CGM 1000_1110,MSC-01-CR_CGM_US_1000_1110
HM_MACH1_US_1000_1110,Hazmat Approver 1110,MSC-01-HM_M1_1000_1110
CR_CGM_US_1000_5000_QR01,"Central Receiving CGM 1000_5000 Houston, PA",MSC-01-CR_CGM_US_1000_5000
CR_CGM_US_1000_5400_QR02,"Central Receiving CGM 1000_5400 Beckley, WV",MSC-01-CR_CGM_US_1000_5400
CR_CGM_US_1000_5700_QR03,"Central Receiving CGM 1000_5700 Pulaski, VA",MSC-01-CR_CGM_US_1000_5700
CR_CGM_US_1000_5800_QR04,"Central Receiving CGM 1000_5800 Hillsville, VA",MSC-01-CR_CGM_US_1000_5800
CR_CGM_US_1010,"Central Receiving CGM 1010 Tazewell VA",MSC-01-CR_CGM_US_1010
CR_CGM_US_1100,"Central Receiving CGM 1100",MSC-01-CR_CGM_US_1100
CR_CGM_US_1200_1210_QU00,"Central Receiving CGM 1200 South Milwaukee,WI",MSC-01-CR_CGM_US_1210_QU00
CR_CGM_US_1200_1210_QU01,"Central Receiving CGM 1200 Kilgore,TX",MSC-01-CR_CGM_US_1210_QU01
CR_CGM_US_1400_1400_UD00,"Central Receiving CGM 1400 Denison,TX",MSC-01-CR_CGM_US_1400_UD00
CR_CGM_US_1400_1400_UD01,"Central Receiving CGM 1400 Del Rio,TX",MSC-01-CR_CGM_US_1400_UD01
HM_CGM_US_1000,Hazmat Approver CGM-1000,MSC-01-HM_CGM_US_1000
HM_CGM_US_1010,Hazmat Approver CGM-1010,MSC-01-HM_CGM_US_1010
HM_CGM_US_1100,Hazmat Approver CGM-1100,MSC-01-HM_CGM_US_1100
HM_CGM_US_1200,Hazmat Approver CGM-1200,MSC-01-HM_CGM_US_1200
HM_CGM_US_1400,Hazmat Approver CGM-1400,MSC-01-HM_CGM_US_1400
IM_CGM_US_1100,IM_CGM_US_1100,MSC-01-IM_CGM_US_1100
IM_CGM_US_1000,IM_CGM_US_1000,MSC-01-IM_CGM_US_1000
IM_CGM_US_1200,IM_CGM_US_1200,MSC-01-IM_CGM_US_1200
IM_CGM_US_1400,IM_CGM_US_1400,MSC-01-IM_CGM_US_1400
IM_CGM_US_1010,IM_CGM_US_1010,MSC-01-IM_CGM_US_1010
AP_CGM_US_1100,Accounts Payable CGM-1100,MSC-01-AP_CGM_US_1100
AP_CGM_US_1200,Accounts Payable CGM-1200,MSC-01-AP_CGM_US_1200
AP_CGM_US_1000,Accounts Payable CGM-1000,MSC-01-AP_CGM_US_1000
AP_CGM_US_1400,Accounts Payable CGM-1400,MSC-01-AP_CGM_US_1400
AP_CGM_US_1010,Accounts Payable CGM-1010,MSC-01-AP_CGM_US_1010
IP_CGM_US,Indirect Purchasing - CGM US,MSC-01-IP_CGM_US
PA_CGM_US,Contract Pre-Approver CGM US,MSC-01-PA_CGM_US
CR_CBS_CN_WJ00_WJ07,Central Receiving-CCMC Powertrain,MSC-01-CR-CCMC_WJ07
HM_MACH1_US_1000_1150,Hazmat Approver 1150,MSC-01-HM_M1_1000_1150
CR_MACH1_US_1000_1150,Central Receiver 1150,MSC-01-CR_M1_1000_1150
TM_MACH1_US_1000_1150,Tax Manager (1150),MSC-01-1000_1150_TAXMANAGER
IP_MACH1_US_1445,IP_MACH1_US_1445,MSC-01-IP_MACH1_1445
HM_MACH1_US_1445,HazMat Approver 1445,MSC-01-HM_M1_US_1445
HM_MACH1_PA_1935,HazMat Approver 1935,MSC-01-HM_M1_PA_1935
IP_MACH1_PA_1935,IP_MACH1_PA_1935,MSC-01-IP_MACH1_1935
HM_MACH1_PA_1765,HazMat Approver 1765,MSC-01-HM_M1_PA_1765
IP_MACH1_PA_1765,IP_MACH1_PA_1765,MSC-01-IP_MACH1_1765
IP_MACH1_PA_1895,IP_MACH1_PA_1895,MSC-01-IP_MACH1_1895
HM_MACH1_US_1895,HazMat Approver 1895,MSC-01-HM_M1_US_1895
PA_MACH1_US_1445,PreApprovers,MSC-01-PREAPPRVRMACH1_1445
PA_MACH1_PA_1765,PreApprovers,MSC-01-PREAPPRVRMACH1_1765
PA_MACH1_US_1895,PreApprovers,MSC-01-PREAPPRVRMACH1_1895
PA_MACH1_PA_1935,PreApprovers,MSC-01-PREAPPRVRMACH1_1935
TM_CGM_US_1000,CGM Tax Manager 1000,MSC-01-TM_CGM_US_1000
TM_CGM_US_1010,CGM Tax Manager 1010,MSC-01-TM_CGM_US_1010
TM_CGM_US_1100,CGM Tax Manager 1100,MSC-01-TM_CGM_US_1100
TM_CGM_US_1200,CGM Tax Manager 1200,MSC-01-TM_CGM_US_1200
TM_CGM_US_1400,CGM Tax Manager 1400,MSC-01-TM_CGM_US_1400
IA_MACH1_PL_1065,e-Invoicing Approver 1065,MSC-01-IA_M1_1065
TM_MACH1_PL_1065,Tax Manager (1065),MSC-01-TM_M1_1065
CR_MACH1_PL_1065_1520,Central Receiver 1065_1520,MSC-01-CR_M1_1065_1520
HM_MACH1_PL_1065_1520,HazMat Approver 1065_1520,MSC-01-HM_M1_1065_1520
PA_MACH1_PL_1065,PreApprovers (1065),MSC-01-PA_M1_1065
IP_MACH1_PL_1065,Indirect Purchasing (1065),MSC-01-IP_M1_1065
IT_MACH1_PL_1065_1530,IT Manager (1065_1530),MSC-01-IT_M1_1065_1530
IT_MACH1_PL_1065_1520,IT Manager (1065_1520),MSC-01-IT_M1_1065_1520
IT_MACH1_PL_1065_1930,IT Manager (1065_1930),MSC-01-IT_M1_1065_1930
CR_MACH1_PL_1065_1530,Central Receiver 1065_1530,MSC-01-CR_M1_1065_1530
HM_MACH1_PL_1065_1530,HazMat Approver 1065_1530,MSC-01-HM_M1_1065_1530
Site_Buyer,Site Buyer,MSC-01-PROFESSIONALBUYER
CR_MACH1_PL_1065_1930,Central Receiver 1065_1930,MSC-01-CR_M1_1065_1930
HM_MACH1_PL_1065_1930,HazMat Approver 1065_1930,MSC-01-HM_M1_1065_1930
C_MACH1_PL_1065,Capital Approver (1065),MSC-01-CA_M1_1065
CP_MACH1_PL_1065,Contract Preparer (1065),MSC-01-CP_M1_1065
TM_MACH1_HU_2005,Tax Manager (2005),MSC-01-TAXMANAGERMACH1_2005
CR_MACH1_HU_2005,Central Receiver 2005,MSC-01-CR_M1_2005
HM_MACH1_HU_2005,HazMat Approver 2005,MSC-01-HM_M1_HU_2005
PA_MACH1_HU_2005,PreApprovers,MSC-01-PREAPPRVRMACH1_2005
IP_MACH1_HU_2005,Indirect Purchasing (2005),MSC-01-IP_MACH1_2005
TM_MACH1_IT_1285,Tax Manager (1285),MSC-01-TAXMANAGERMACH1_1285
HM_MACH1_IT_1285,HazMat Approver 1285,MSC-01-HM_M1_IT_1285
IT_MACH1_IT_1285,IT Manager (1285),MSC-01-IT_MACH1_IT_1285
IP_MACH1_IT_1285,Indirect Purchasing (1285),MSC-01-IP_MACH1_1285
C_MACH1_IT_1285,Capital Approver 1285,MSC-CN-CI_MACH1_IT_1285
CR_MACH1_IT_1285_1980,Central Receiver 1285_1980,MSC-01-CR_M1_1285_1980
PA_MACH1_IT_1285,PreApprovers,MSC-01-PREAPPRVRMACH1_1285
CR_MACH1_IT_1285_1970,Central Receiver 1285_1970,MSC-01-CR_M1_1285_1970
CR_MACH1_US_1000_1950,Central Receiver 1000_1950,MSC-01-CR_M1_1000_1950
HM_MACH1_US_1000_1950,HazMat Approver 1000_1950,MSC-01-HM_M1_PL_1000_1950
CR_MACH1_US_1000_1960,Central Receiver 1000_1960,MSC-01-CR_M1_1000_1960
HM_MACH1_US_1000_1960,HazMat Approver 1000_1960,MSC-01-HM_M1_PL_1000_1960
GP-I IT Services,GP-I IT Services,GP-I IT Services
TM_MACH1_ES_2935,Tax Manager (2935),MSC-01-TM_M1_2935
CR_MACH1_ES_2935,Central Receiver (2935),MSC-01-CR_M1_2935
HM_MACH1_ES_2935,HazMat Approver (2935),MSC-01-HM_M1_2935
IT_MACH1_ES_2935,IT Manager (2935),MSC-01-IT_M1_2935
IP_MACH1_ES_2935,Indirect Purchasing (2935),MSC-01-IP_M1_2935
PA_MACH1_ES_2935,PreApprovers (2935),MSC-01-PA_M1_2935
EZO_Cutover_Approver,EZO_Cutover_Approver,MSC-01-EZO_CUTOVER
TM_MACH1_IT_1645,Tax Manager (1645),MSC-01-TM_M1_1645
CR_MACH1_IT_1645,Central Receiver (1645),MSC-01-CR_M1_1645
HM_MACH1_IT_1645,HazMat Approver (1645),MSC-01-HM_M1_1645
IT_MACH1_IT_1645,IT Manager (1645),MSC-01-IT_M1_1645
IP_MACH1_IT_1645,Indirect Purchasing (1645),MSC-01-IP_M1_1645
PA_MACH1_IT_1645,PreApprovers (1645),MSC-01-PA_M1_1645
C_MACH1_IT_1645,Capital Approver (1645),MSC-01-C_M1_1645
CR_MACH1_IT_3135_1360,Central Receiver (1360),MSC-01-CR_M1_1360
HM_MACH1_IT_3135,HazMat Approver (3135),MSC-01-HM_M1_3135
IP_MACH1_IT_3135,Indirect Purchasing (3135),MSC-01-IP_M1_3135
IT_MACH1_IT_3135,IT Manager (3135),MSC-01-IT_M1_3135
PA_MACH1_IT_3135,PreApprovers (3135),MSC-01-PA_M1_3135
TM_MACH1_IT_3135,Tax Manager (3135),MSC-01-TM_M1_3135
C_MACH1_IT_3135,Capital Approver (3135),MSC-01-C_M1_3135
CR_MACH1_IT_3135_1750,Central Receiver (1750),MSC-01-CR_M1_1750
CR_CGM_US_1000_5700_QR05,"Central Receiving CGM 1000_5700 Pulaski, VA",MSC-01-CR_CGM_US10005700
CR_CGM_US_1000_5000_QR06,"Central Receiving CGM 1000_5000 Houston, PA",MSC-01-CR_CGM_US10005000
CSCL_CBS_CN_FT00,CSCL Approver,MSC-01-CSCL_CBS_CN_FT00
